[Strings]
nth  paddr      vaddr      len size section type    string
345  0x00091cf0 0x00491cf0 47  48   .rodata ascii   Invalid argument for updating temperature store
346  0x00091d20 0x00491d20 4   5    .rodata ascii   $.%s
347  0x00091d28 0x00491d28 51  52   .rodata ascii   Failed to allocate memory for new temperature value
348  0x00091d5c 0x00491d5c 42  43   .rodata ascii   Invalid argument for storing gcode command
349  0x00091d88 0x00491d88 28  29   .rodata ascii   Failed to copy script string
350  0x00091dac 0x00491dac 48  49   .rodata ascii   {"message":%s,"time":%ld.%09ld,"type":"command"}
351  0x00091de0 0x00491de0 38  39   .rodata ascii   Failed to construct gcode command data
352  0x00091e08 0x00491e08 43  44   .rodata ascii   Invalid argument for storing gcode response
353  0x00091e34 0x00491e34 49  50   .rodata ascii   {"message":%s,"time":%ld.%09ld,"type":"response"}
354  0x00091e68 0x00491e68 39  40   .rodata ascii   Failed to construct gcode response data
355  0x00091e90 0x00491e90 41  42   .rodata ascii   Invalid argument for initializing sensors
356  0x00091ebc 0x00491ebc 39  40   .rodata ascii   Invalid server for initializing sensors
357  0x00091ee4 0x00491ee4 10  11   .rodata ascii   klippy_api
358  0x00091ef0 0x00491ef0 43  44   .rodata ascii   Invalid klippy_api for initializing sensors
359  0x00091f1c 0x00491f1c 16  17   .rodata ascii   {"heaters":null}
360  0x00091f30 0x00491f30 29  30   .rodata ascii   Error Configuring Sensors: %s
361  0x00091f50 0x00491f50 9   10   .rodata ascii   $.heaters
362  0x00091f5c 0x00491f5c 28  29   .rodata ascii   Failed to get heaters object
363  0x00091f7c 0x00491f7c 20  21   .rodata ascii   $.available_monitors
364  0x00091f94 0x00491f94 4   5    .rodata ascii   %.*s
365  0x00091f9c 0x00491f9c 32  33   .rodata ascii   Failed to get available_monitors
366  0x00091fc0 0x00491fc0 19  20   .rodata ascii   $.available_sensors
367  0x00091fd4 0x00491fd4 9   10   .rodata ascii   %.*s,%.*s
368  0x00091fe0 0x00491fe0 10  11   .rodata ascii   %.*s:null,
369  0x00091fec 0x00491fec 39  40   .rodata ascii   Failed to construct subscription object
370  0x00092014 0x00492014 6   7    .rodata ascii   {%.*s}
371  0x0009201c 0x0049201c 40  41   .rodata ascii   Failed to construct subscription objects
372  0x00092048 0x00492048 27  28   .rodata ascii   Failed to subscribe objects
373  0x00092064 0x00492064 31  32   .rodata ascii   Configured avaiable sensors: %s
374  0x00092084 0x00492084 38  39   .rodata ascii   Failed to create new temperature store
375  0x000920ac 0x004920ac 11  12   .rodata ascii   temperature
376  0x000920b8 0x004920b8 6   7    .rodata ascii   target
377  0x000920c0 0x004920c0 5   6    .rodata ascii   power
378  0x000920c8 0x004920c8 5   6    .rodata ascii   speed
379  0x000920d0 0x004920d0 25  26   .rodata ascii   Failed to get sensor name
380  0x000920ec 0x004920ec 6   7    .rodata ascii   $.%.*s
381  0x000920f4 0x004920f4 25  26   .rodata ascii   Failed to get sensor path
382  0x00092110 0x00492110 5   6    .rodata ascii   %.*s,
383  0x00092118 0x00492118 6   7    .rodata ascii   [%.*s]
384  0x00092120 0x00492120 38  39   .rodata ascii   No valid fields reported for sensor %s
385  0x00092148 0x00492148 24  25   .rodata ascii   Failed to get field path
386  0x00092164 0x00492164 24  25   .rodata ascii   Failed to get field name
387  0x00092180 0x00492180 44  45   .rodata ascii   Failed to create circular queue for field %s
388  0x000921b0 0x004921b0 43  44   .rodata ascii   Failed to allocate memory for initial value
389  0x000921dc 0x004921dc 26  27   .rodata ascii   No available sensors found
390  0x000921f8 0x004921f8 14  33   .rodata utf8    初始化传感器耗时: %f 秒 blocks=CJK Unified Ideographs,Basic Latin
391  0x00092230 0x00492230 47  48   .rodata ascii   Invalid parameters: database or server is NULL.
392  0x00092260 0x00492260 130 131  .rodata ascii   /var/jenkins_home/workspace/IngenicX2600-security-build/integrated_platform/creality/output/build/nexusprime/components/database.c
393  0x000922e4 0x004922e4 44  45   .rodata ascii   Invalid parameter: server->data_dir is NULL.
394  0x00092314 0x00492314 13  14   .rodata ascii   nexusp-sql.db
395  0x00092324 0x00492324 8   9    .rodata ascii   database
396  0x00092330 0x00492330 8   9    .rodata ascii   %s/%s/%s
397  0x0009233c 0x0049233c 41  42   .rodata ascii   Failed to create database directory path.
398  0x00092368 0x00492368 23  24   .rodata ascii   Can't open database: %s
399  0x00092380 0x00492380 15  16   .rodata ascii   namespace_store
400  0x00092390 0x00492390 11  12   .rodata ascii   instance_id
401  0x0009239c 0x0049239c 6   7    .rodata ascii   nexusp
402  0x000923a4 0x004923a4 32  33   .rodata ascii   0e50b15c55c74fa9a5936eed9700cb8a
403  0x000923c8 0x004923c8 20  21   .rodata ascii   server.database.list
404  0x000923e0 0x004923e0 20  21   .rodata ascii   server.database.item
405  0x000923f8 0x004923f8 22  23   .rodata ascii   server.database.backup
406  0x00092410 0x00492410 23  24   .rodata ascii   server.database.restore
407  0x00092428 0x00492428 23  24   .rodata ascii   server.database.compact
408  0x00092440 0x00492440 19  20   .rodata ascii   debug.database.list
409  0x00092454 0x00492454 19  20   .rodata ascii   debug.database.item
410  0x00092468 0x00492468 20  21   .rodata ascii   debug.database.table
411  0x00092480 0x00492480 37  38   .rodata ascii   Invalid parameters: database is NULL.
412  0x000924a8 0x004924a8 18  19   .rodata ascii   Invalid parameters
413  0x000924c0 0x004924c0 113 114  .rodata ascii   SELECT json_group_object(%s, CASE WHEN json_valid(%s) THEN json(%s) ELSE json_quote(%s) END) FROM %s WHERE %s = ?
414  0x00092534 0x00492534 9   10   .rodata ascii   namespace
415  0x00092540 0x00492540 5   6    .rodata ascii   value
416  0x00092548 0x00492548 22  23   .rodata ascii   Invalid Key Format: ''
417  0x00092560 0x00492560 101 102  .rodata ascii   SELECT CASE WHEN json_valid(%s) THEN json(%s) ELSE json_quote(%s) END FROM %s WHERE %s = ? AND %s = ?
418  0x000925c8 0x004925c8 17  18   .rodata ascii   Prepare error: %s
419  0x000925dc 0x004925dc 21  22   .rodata ascii   Failed to get result.
420  0x000925f4 0x004925f4 36  37   .rodata ascii   Key '%s' in namespace '%s' not found
421  0x00092620 0x00492620 62  63   .rodata ascii   Invalid parameters: database, namespace, key or value is NULL.
422  0x00092660 0x00492660 55  56   .rodata ascii   INSERT OR REPLACE INTO %s (%s, %s, %s) VALUES (?, ?, ?)
423  0x00092698 0x00492698 20  21   .rodata ascii   Execution failed: %s
424  0x000926b0 0x004926b0 55  56   .rodata ascii   Invalid parameters: database, namespace or key is NULL.
425  0x000926e8 0x004926e8 38  39   .rodata ascii   DELETE FROM %s WHERE %s = ? AND %s = ?
426  0x00092710 0x00492710 26  27   .rodata ascii   Failed to allocate memory.
427  0x0009272c 0x0049272c 30  31   .rodata ascii   Failed to create directory: %s
428  0x0009274c 0x0049274c 45  46   .rodata ascii   Invalid parameters: db or table_name is NULL.
429  0x0009277c 0x0049277c 105 106  .rodata ascii   CREATE TABLE IF NOT EXISTS %s (%s TEXT NOT NULL,%s TEXT NOT NULL,%s record NOT NULL,PRIMARY KEY (%s, %s))
430  0x000927e8 0x004927e8 26  27   .rodata ascii   Failed to create table: %s
431  0x00092804 0x00492804 86  87   .rodata ascii   Invalid parameters: parent is not an object or path is null or empty or value is null.
432  0x0009285c 0x0049285c 69  70   .rodata ascii   Invalid parameters: parent is not an object or path is null or empty.
433  0x000928a4 0x004928a4 4   5    .rodata ascii   NULL
434  0x000928ac 0x004928ac 4   5    .rodata ascii   null
435  0x000928b4 0x004928b4 7   8    .rodata ascii   boolean
436  0x000928bc 0x004928bc 6   7    .rodata ascii   number
437  0x000928c4 0x004928c4 6   7    .rodata ascii   string
438  0x000928cc 0x004928cc 5   6    .rodata ascii   array
439  0x000928d4 0x004928d4 6   7    .rodata ascii   object
440  0x000928dc 0x004928dc 9   10   .rodata ascii   reference
441  0x000928e8 0x004928e8 12  13   .rodata ascii   const_string
442  0x000928f8 0x004928f8 7   8    .rodata ascii   unknown
443  0x00092900 0x00492900 27  28   .rodata ascii   Database or request is NULL
444  0x0009291c 0x0049291c 6   7    .rodata ascii   params
445  0x00092924 0x00492924 24  25   .rodata ascii   No data for argument: %s
446  0x00092940 0x00492940 24  25   .rodata ascii   Failed to parse JSON: %s
447  0x0009295c 0x0049295c 32  33   .rodata ascii   Memory allocation failed for key
448  0x00092980 0x00492980 47  48   .rodata ascii   Value for argument 'key' is an invalid type: %s
449  0x000929b0 0x004929b0 6   7    .rodata ascii   (null)
450  0x000929b8 0x004929b8 28  29   .rodata ascii   namespace: '%s' , key: '%s' 
451  0x000929d8 0x004929d8 39  40   .rodata ascii   Memory allocation failed for value_str.
452  0x00092a00 0x00492a00 45  46   .rodata ascii   {"namespace": "%s", "key": null, "value": %s}
453  0x00092a30 0x00492a30 45  46   .rodata ascii   {"namespace": "%s", "key": "%s", "value": %s}
454  0x00092a60 0x00492a60 34  35   .rodata ascii   Memory allocation failed for root.
455  0x00092a84 0x00492a84 39  40   .rodata ascii   Memory allocation failed for new_value.
456  0x00092aac 0x00492aac 34  35   .rodata ascii   Memory allocation failed for json.
457  0x00092ad0 0x00492ad0 18  19   .rodata ascii   Method not allowed
458  0x00092ae4 0x00492ae4 20  21   .rodata ascii   Method unimplemented
459  0x00092b00 0x00492b00 14  15   .rodata ascii   point is null.
460  0x00092b10 0x00492b10 134 135  .rodata ascii   /var/jenkins_home/workspace/IngenicX2600-security-build/integrated_platform/creality/output/build/nexusprime/components/file_manager.c
461  0x00092b98 0x00492b98 31  32   .rodata ascii   malloc memory allocation failed
462  0x00092bb8 0x00492bb8 32  33   .rodata ascii   Invalid Unicode escape sequence\n
463  0x00092bdc 0x00492bdc 35  36   .rodata ascii   Unsupported Unicode code point: %X\n
464  0x00092c00 0x00492c00 23  24   .rodata ascii   Output buffer overflow\n
465  0x00092c18 0x00492c18 11  12   .rodata ascii   opendir err
466  0x00092c2c 0x00492c2c 12  13   .rodata ascii   dir_list_max
467  0x00092c3c 0x00492c3c 12  13   .rodata ascii   file_manager
468  0x00092c4c 0x00492c4c 29  30   .rodata ascii   Error: Invalid input pointers
469  0x00092c70 0x00492c70 19  20   .rodata ascii   Failed to open file
470  0x00092c84 0x00492c84 36  37   .rodata ascii   Failed to allocate memory for buffer
471  0x00092cac 0x00492cac 43  44   .rodata ascii   Error: Failed to initialize SHA-256 context
472  0x00092cd8 0x00492cd8 36  37   .rodata ascii   Error: Failed to update SHA-256 hash
473  0x00092d00 0x00492d00 38  39   .rodata ascii   Error: Failed to finalize SHA-256 hash
474  0x00092d28 0x00492d28 4   5    .rodata ascii   %02x
475  0x00092d30 0x00492d30 10  11   .rodata ascii   opendir %s
476  0x00092d3c 0x00492d3c 5   6    .rodata ascii   %s/%s
477  0x00092d44 0x00492d44 38  39   .rodata ascii   Failed to get file info. %s, error: %s
478  0x00092d6c 0x00492d6c 31  32   .rodata ascii   directory_recursive_deal failed
479  0x00092d8c 0x00492d8c 16  17   .rodata ascii   opendir fail. %s
480  0x00092da4 0x00492da4 6   7    .rodata ascii   FOUND.
481  0x00092dac 0x00492dac 19  20   .rodata ascii   realloc dirs failed
482  0x00092dc0 0x00492dc0 20  21   .rodata ascii   realloc files failed
483  0x00092dd8 0x00492dd8 6   7    .rodata ascii   .gcode
484  0x00092de0 0x00492de0 6   7    .rodata ascii   config
485  0x00092de8 0x00492de8 4   5    .rodata ascii   logs
486  0x00092df0 0x00492df0 6   7    .rodata ascii   gcodes
487  0x00092df8 0x00492df8 15  16   .rodata ascii   config_examples
488  0x00092e08 0x00492e08 4   5    .rodata ascii   docs
489  0x00092e10 0x00492e10 5   6    .rodata ascii   udisk
490  0x00092e18 0x00492e18 21  22   .rodata ascii   %s is not a directory
491  0x00092e30 0x00492e30 4   5    .rodata ascii   .log
492  0x00092e38 0x00492e38 12  13   .rodata ascii   %s/logs/%.*s
493  0x00092e48 0x00492e48 5   6    .rodata ascii   .conf
494  0x00092e50 0x00492e50 14  15   .rodata ascii   %s/config/%.*s
495  0x00092e60 0x00492e60 14  15   .rodata ascii   %s/gcodes/%.*s
496  0x00092e70 0x00492e70 9   10   .rodata ascii   %.*s/%.*s
497  0x00092e7c 0x00492e7c 25  26   .rodata ascii   /usr/share/klipper/config
498  0x00092e98 0x00492e98 23  24   .rodata ascii   /usr/share/klipper/docs
499  0x00092eb0 0x00492eb0 15  16   .rodata ascii   /media/creality
500  0x00092ec0 0x00492ec0 4   5    .rodata ascii   %.*s
501  0x00092ec8 0x00492ec8 8   9    .rodata ascii   %.*s%.*s
502  0x00092ed4 0x00492ed4 4   5    .rodata ascii   %s%s
503  0x00092edc 0x00492edc 13  14   .rodata ascii   point is null
504  0x00092eec 0x00492eec 6   7    .rodata ascii   klippy
505  0x00092ef4 0x00492ef4 9   10   .rodata ascii   job_state
506  0x00092f00 0x00492f00 8   9    .rodata ascii   filename
507  0x00092f0c 0x00492f0c 12  13   .rodata ascii   unicode:%.*s
508  0x00092f1c 0x00492f1c 9   10   .rodata ascii   decode:%s
509  0x00092f28 0x00492f28 5   6    .rodata ascii   state
510  0x00092f30 0x00492f30 7   8    .rodata ascii   stat:%s
511  0x00092f38 0x00492f38 10  11   .rodata ascii   "printing"
512  0x00092f44 0x00492f44 8   9    .rodata ascii   "paused"
513  0x00092f50 0x00492f50 17  18   .rodata ascii   open source error
514  0x00092f64 0x00492f64 13  14   .rodata ascii   File no exist
515  0x00092f74 0x00492f74 17  18   .rodata ascii   File %s job using
516  0x00092f88 0x00492f88 11  12   .rodata ascii   remove fail
517  0x00092f94 0x00492f94 22  23   .rodata ascii   open destination error
518  0x00092fac 0x00492fac 11  12   .rodata ascii   write error
519  0x00092fb8 0x00492fb8 22  23   .rodata ascii   copy file fsync failed
520  0x00092fd0 0x00492fd0 10  11   .rodata ascii   read error
521  0x00092fdc 0x00492fdc 32  33   .rodata ascii   realloc Memory allocation failed
522  0x00093000 0x00493000 35  36   .rodata ascii   get directory info recursive failed
523  0x00093024 0x00493024 18  19   .rodata ascii   count is too large
524  0x00093038 0x00493038 25  26   .rodata ascii   Error delete directory %s
525  0x00093054 0x00493054 10  11   .rodata ascii   stat error
526  0x00093060 0x00493060 33  34   .rodata ascii   delete directory recursive failed
527  0x00093084 0x00493084 12  13   .rodata ascii   unlink error
528  0x00093094 0x00493094 17  18   .rodata ascii   del metadata fail
529  0x000930a8 0x004930a8 11  12   .rodata ascii   rmdir error
530  0x000930b4 0x004930b4 34  35   .rodata ascii   Directory deleted successfully: %s
531  0x000930d8 0x004930d8 10  11   .rodata ascii   mkdir fail
532  0x000930e4 0x004930e4 23  24   .rodata ascii   create directory failed
533  0x000930fc 0x004930fc 13  14   .rodata ascii   opendir error
534  0x0009310c 0x0049310c 17  18   .rodata ascii   add metadata fail
535  0x00093120 0x00493120 34  35   .rodata ascii   Error creating source for file: %s
536  0x00093144 0x00493144 24  25   .rodata ascii   construction path failed
537  0x00093160 0x00493160 29  30   .rodata ascii   Error adding file to zip: %s\n
538  0x00093180 0x00493180 29  30   .rodata ascii   Error setting compression: %s
539  0x000931a0 0x004931a0 14  15   .rodata ascii   stat error: %s
540  0x000931b0 0x004931b0 38  39   .rodata ascii   add directory contents to zip fail: %s
541  0x000931d8 0x004931d8 24  25   .rodata ascii   add file to zip fail: %s
542  0x000931f4 0x004931f4 16  17   .rodata ascii   zip dir add fail
543  0x00093208 0x00493208 30  31   .rodata ascii   Error creating ZIP archive: %s
544  0x00093228 0x00493228 33  34   .rodata ascii   add_directory_contents_to_zip: %s
545  0x0009324c 0x0049324c 19  20   .rodata ascii   add_file_to_zip: %s
546  0x00093260 0x00493260 29  30   .rodata ascii   Error closing zip archive: %s
547  0x00093280 0x00493280 6   7    .rodata ascii   $.size
548  0x00093288 0x00493288 10  11   .rodata ascii   $.modified
549  0x00093298 0x00493298 11  12   .rodata ascii   "size": %ld
550  0x000932a4 0x004932a4 22  23   .rodata ascii   ,"modified": %lu.%06lu
551  0x000932bc 0x004932bc 25  26   .rodata ascii   ,"print_start_time": null
552  0x000932d8 0x004932d8 15  16   .rodata ascii   ,"job_id": null
553  0x000932ec 0x004932ec 21  22   .rodata ascii   extract metadata fail
554  0x00093304 0x00493304 16  17   .rodata ascii   json is invalid.
555  0x00093318 0x00493318 34  35   .rodata ascii   udisk metadata. path:%s,fname:%s.\n
556  0x0009333c 0x0049333c 34  35   .rodata ascii   gcode metadata. path:%s,fname:%s.\n
557  0x00093360 0x00493360 14  15   .rodata ascii   not gcode file
558  0x00093370 0x00493370 28  29   .rodata ascii   process metadata update fail
559  0x00093390 0x00493390 15  16   .rodata ascii   file no exit %s
560  0x000933a0 0x004933a0 15  16   .rodata ascii   file name error
561  0x000933b0 0x004933b0 4   5    .rodata ascii   .ufp
562  0x000933b8 0x004933b8 5   6    .rodata ascii   gcode
563  0x000933c0 0x004933c0 7   8    .rodata ascii   %.*s.%s
564  0x000933c8 0x004933c8 15  16   .rodata ascii   mutex lock fail
565  0x000933d8 0x004933d8 28  29   .rodata ascii   Relative path point is null.
566  0x000933f8 0x004933f8 27  28   .rodata ascii   parse metadata fail. ret:%d
567  0x00093414 0x00493414 17  18   .rodata ascii   mutex unlock fail
568  0x00093428 0x00493428 19  20   .rodata ascii   udisk relative fail
569  0x0009343c 0x0049343c 23  24   .rodata ascii   udisk get metadata fail
